Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
14/11/2004;00.00.00;0,9;1161;166;9,1;1259;203;1366;83;1743;-200;8,5;71,8;0,9895
14/11/2004;01.00.00;1,6;1267;226;12,6;1323;313;1436;134;2220;681;7,4;46,4;0,6548
14/11/2004;02.00.00;0,7;1080;135;7,3;1106;241;954;77;1548;590;6,1;53,9;0,9297
14/11/2004;03.00.00;1,6;1319;158;-200,0;-200;-200;-200;191;2208;615;4,5;61,2;0,8384
14/11/2004;04.00.00;1,0;1209;126;9,7;1252;182;1169;90;1616;-200;8,4;64,4;0,8625
14/11/2004;05.00.00;0,7;1145;-200;8,4;1332;174;1039;146;2194;841;3,4;62,0;0,6898
14/11/2004;06.00.00;1,6;1318;174;9,9;1241;284;1361;160;2187;1094;0,4;74,4;0,7989
14/11/2004;07.00.00;-200,0;-200;194;11,3;1458;223;1183;106;1867;757;1,2;52,4;0,8024
14/11/2004;08.00.00;1,7;1278;166;8,2;913;211;1120;-200;-200;470;6,5;65,4;0,8780
14/11/2004;09.00.00;1,9;1362;-200;13,6;1482;289;1303;146;1961;1008;-1,5;67,5;0,6330
14/11/2004;10.00.00;1,8;1366;205;10,4;1109;274;1193;160;1917;1009;0,2;63,9;0,5901
14/11/2004;11.00.00;1,6;1296;137;13,8;1615;325;1167;137;2022;720;1,8;61,9;0,6252
14/11/2004;12.00.00;2,2;1447;214;9,8;1494;328;1169;123;1690;499;0,3;56,6;0,5600
14/11/2004;13.00.00;-200,0;-200;211;12,1;1401;397;1587;155;1922;786;5,3;72,1;0,8371
14/11/2004;14.00.00;2,1;1422;271;13,4;1642;261;1120;159;2070;714;7,9;53,3;0,7760
14/11/2004;15.00.00;1,3;1265;-200;11,9;1314;277;1101;97;1388;1027;5,8;67,8;0,9028
14/11/2004;16.00.00;2,0;1425;157;11,0;1447;330;1205;70;1711;1251;12,1;56,4;0,7905
14/11/2004;17.00.00;1,6;1355;-200;8,7;1321;308;1268;149;2097;860;10,7;73,2;0,9604
14/11/2004;18.00.00;2,2;1536;220;11,5;1357;312;1477;154;2012;887;9,1;63,0;0,9355
14/11/2004;19.00.00;1,8;1394;220;13,8;1491;189;1064;148;1985;879;11,0;79,1;0,9000
14/11/2004;20.00.00;1,5;1228;274;15,2;1593;-200;-200;169;1900;853;16,5;74,2;1,2265
14/11/2004;21.00.00;-200,0;-200;177;7,7;1203;198;1244;155;2073;518;10,8;46,9;0,8779
14/11/2004;22.00.00;0,9;1164;157;8,3;1249;247;1228;156;1875;640;11,5;80,0;1,0014
14/11/2004;23.00.00;1,6;1276;211;7,7;1398;-200;-200;154;1801;773;12,7;70,0;0,8546
15/11/2004;00.00.00;1,9;1400;261;10,7;1536;287;1323;142;2009;763;9,0;71,7;0,7752
15/11/2004;01.00.00;1,4;1299;211;9,5;1358;215;1132;90;1667;846;10,5;65,0;0,9075
15/11/2004;02.00.00;1,7;1319;191;9,0;1458;226;1082;180;2382;721;5,8;77,8;0,6566
15/11/2004;03.00.00;1,1;1276;212;13,5;1365;316;1278;115;1912;484;5,2;65,3;0,8261
15/11/2004;04.00.00;-200,0;-200;235;12,4;1503;310;1197;103;1596;829;3,5;61,1;0,6871
15/11/2004;05.00.00;1,4;1189;168;11,3;1450;204;1062;147;1960;1112;3,2;68,1;0,8806
15/11/2004;06.00.00;1,6;1252;168;11,0;1309;291;1375;77;1654;694;1,3;61,7;0,7152
15/11/2004;07.00.00;1,5;1353;196;12,8;1654;255;1300;107;1706;883;4,8;77,4;0,7866
15/11/2004;08.00.00;1,9;1423;216;9,8;1451;318;1320;119;1723;1124;0,7;63,7;0,7589
15/11/2004;09.00.00;2,0;1417;250;12,4;1473;265;1214;119;1578;1225;2,8;80,0;0,6746
15/11/2004;10.00.00;1,7;1338;186;10,2;1237;213;1023;191;2385;689;3,2;75,3;0,7045
15/11/2004;11.00.00;-200,0;-200;229;17,2;1505;305;1350;142;1985;906;3,1;71,5;0,6568
15/11/2004;12.00.00;2,4;1513;269;10,1;1204;359;1280;-200;-200;644;-0,5;63,0;0,5331
15/11/2004;13.00.00;-200,0;-200;224;12,0;1564;308;1399;144;2222;848;6,3;69,0;0,7267
15/11/2004;14.00.00;2,6;1582;215;10,6;1301;369;1481;177;2215;621;4,2;70,2;0,6247
15/11/2004;15.00.00;1,9;1337;222;13,2;1576;362;1397;79;1832;752;9,2;59,1;0,7551
15/11/2004;16.00.00;2,3;1463;209;14,1;1542;373;1489;149;2339;1152;10,8;73,4;0,9324
15/11/2004;17.00.00;1,7;1393;212;10,1;1102;-200;-200;121;1846;1122;10,0;69,5;0,8850
15/11/2004;18.00.00;1,7;1339;194;8,8;1215;212;1144;141;1957;1051;6,6;65,5;0,6896
15/11/2004;19.00.00;1,7;1369;196;10,6;1233;-200;-200;99;1311;797;8,0;64,3;0,9853
15/11/2004;20.00.00;1,5;1324;-200;9,5;1359;-200;-200;123;1843;978;13,8;50,6;0,9100
15/11/2004;21.00.00;1,4;1268;176;11,0;1439;290;1329;124;1755;1037;8,6;80,0;0,8526
15/11/2004;22.00.00;1,4;1234;222;14,1;1486;245;1294;90;1553;864;12,3;68,0;1,0826
15/11/2004;23.00.00;1,6;1290;204;12,6;1583;260;1261;188;1943;-200;8,6;67,0;0,8159
16/11/2004;00.00.00;-200,0;-200;224;11,9;1505;222;1138;136;1972;-200;9,7;62,5;0,7762
16/11/2004;01.00.00;0,8;1063;105;9,6;1234;210;1172;143;1806;619;7,9;75,2;0,6368
16/11/2004;02.00.00;1,6;1371;181;16,5;1677;257;1249;121;1946;698;5,9;61,4;0,7796
16/11/2004;03.00.00;1,0;1106;157;10,2;1233;261;1186;126;1637;460;6,1;66,4;0,7875
16/11/2004;04.00.00;1,3;1350;181;12,0;1367;235;1030;89;1373;557;6,1;78,0;0,9237
16/11/2004;05.00.00;1,5;1277;164;13,2;1522;244;1135;111;2020;455;1,4;55,0;0,8440
16/11/2004;06.00.00;1,6;1296;148;11,0;1355;242;1131;104;1912;909;2,3;74,1;0,8771
16/11/2004;07.00.00;1,9;1312;228;12,3;1272;282;1320;147;1784;1274;0,1;80,0;0,7608
16/11/2004;08.00.00;1,9;1396;188;10,6;1373;175;1043;188;2052;501;2,9;74,9;0,6529
16/11/2004;09.00.00;1,6;1309;215;11,3;1331;316;1251;159;2004;866;3,5;80,0;0,7611
16/11/2004;10.00.00;2,6;1531;193;16,2;1531;308;1300;207;2366;663;0,9;52,6;0,5537
16/11/2004;11.00.00;2,2;1391;165;14,6;1422;264;1197;166;2155;906;3,8;61,1;0,8056
16/11/2004;12.00.00;2,1;1449;221;13,6;1462;375;1359;155;1928;824;6,0;68,1;0,9215
16/11/2004;13.00.00;2,5;1461;244;14,8;1567;310;1468;122;1804;735;3,5;80,0;0,8996
16/11/2004;14.00.00;2,3;1466;200;-200,0;-200;265;1211;155;2027;808;4,7;57,7;0,8530
16/11/2004;15.00.00;2,3;1491;-200;14,6;1559;354;1330;132;1666;634;8,0;58,6;0,8199
16/11/2004;16.00.00;2,9;1656;275;-200,0;-200;314;1163;183;2076;-200;6,2;76,1;0,8551
16/11/2004;17.00.00;2,0;1442;208;8,8;1296;279;1267;99;1722;1133;10,7;73,6;0,9810
16/11/2004;18.00.00;1,9;1383;176;15,5;1558;331;1414;134;1875;1116;11,3;74,5;1,1076
16/11/2004;19.00.00;1,9;1380;162;-200,0;-200;-200;-200;138;2202;804;13,7;74,4;0,8254
16/11/2004;20.00.00;2,1;1428;191;-200,0;-200;215;1144;194;2161;969;14,4;60,7;0,8679
16/11/2004;21.00.00;1,2;1270;172;9,6;1227;235;1062;-200;-200;713;10,0;69,7;0,7711
16/11/2004;22.00.00;0,9;1142;199;4,4;1147;151;979;153;1993;854;10,9;61,6;0,7211
16/11/2004;23.00.00;1,2;1287;185;10,3;1218;209;1226;148;1868;796;9,7;72,1;0,8833
17/11/2004;00.00.00;0,8;1116;170;6,0;1136;171;1019;108;1772;817;9,5;68,6;0,8203
17/11/2004;01.00.00;1,1;1248;156;11,8;1429;273;1182;134;1631;876;5,1;53,4;0,8449
17/11/2004;02.00.00;1,4;1305;233;10,3;1194;175;1186;120;1871;902;7,7;80,0;0,8610
17/11/2004;03.00.00;1,0;1164;208;12,4;1393;242;1205;120;1919;934;6,7;71,0;0,7469
17/11/2004;04.00.00;0,9;1098;203;10,2;1326;198;1046;140;1918;704;3,3;67,5;0,5552
17/11/2004;05.00.00;1,4;1268;190;-200,0;-200;158;931;204;2075;874;-1,3;71,4;0,6164
17/11/2004;06.00.00;1,7;1218;-200;12,8;1498;216;1017;163;2083;760;0,8;58,7;0,7209
17/11/2004;07.00.00;1,1;1211;105;7,1;1207;172;1088;129;1767;833;0,6;75,3;0,8124
17/11/2004;08.00.00;2,0;1334;215;11,4;1389;238;1253;182;2173;698;1,1;73,8;0,7728
17/11/2004;09.00.00;2,1;1578;271;8,5;1316;240;1181;99;1721;761;1,1;71,0;0,7866
17/11/2004;10.00.00;2,3;1508;200;13,3;1462;287;1254;133;1564;336;-0,9;75,8;0,8041
17/11/2004;11.00.00;2,5;1495;194;13,4;1481;363;1486;151;2137;1076;3,2;37,9;0,7726
17/11/2004;12.00.00;2,8;1633;230;13,9;1524;292;1143;125;1946;733;5,5;73,3;0,6762
17/11/2004;13.00.00;2,1;1458;-200;10,4;1208;252;1211;126;2077;1081;3,9;72,2;0,8268
17/11/2004;14.00.00;2,3;1396;190;15,3;1620;285;1273;95;1442;812;6,0;64,9;0,9063
17/11/2004;15.00.00;-200,0;-200;220;14,0;1439;292;1327;103;1449;827;7,5;72,5;0,8264
17/11/2004;16.00.00;2,2;1486;239;12,8;1419;269;1287;136;1869;1155;11,6;63,2;0,8971
17/11/2004;17.00.00;2,6;1462;234;11,9;1451;255;1169;122;1636;1033;8,7;56,8;0,8608
17/11/2004;18.00.00;1,6;1337;163;10,5;1368;313;1512;144;1876;423;11,3;67,6;0,9292
17/11/2004;19.00.00;1,6;1355;178;11,2;1217;299;1191;140;1853;1111;12,3;74,6;1,0313
17/11/2004;20.00.00;2,2;1417;224;10,1;1164;281;1214;153;1958;569;10,6;80,0;0,8883
17/11/2004;21.00.00;1,9;1390;227;13,5;1377;345;1477;123;1633;873;9,1;70,8;1,0350
17/11/2004;22.00.00;1,4;1317;185;13,3;1484;-200;-200;160;1889;1007;10,4;59,2;1,0261
17/11/2004;23.00.00;1,6;1367;172;14,7;1665;314;1339;147;1936;844;5,4;58,7;0,9880
18/11/2004;00.00.00;1,4;1304;215;-200,0;-200;129;905;134;1723;599;9,4;66,8;0,9679
18/11/2004;01.00.00;1,7;1340;255;14,2;1414;259;1180;141;1972;949;5,8;56,9;0,6579
18/11/2004;02.00.00;1,3;1281;-200;13,4;1376;186;943;119;2139;785;4,9;80,0;0,7786
18/11/2004;03.00.00;1,6;1211;256;-200,0;-200;220;1217;170;1935;1107;9,3;79,2;0,9592
18/11/2004;04.00.00;2,1;1493;194;-200,0;-200;182;1142;176;2093;912;4,3;73,6;0,8379
18/11/2004;05.00.00;1,6;1306;227;13,3;1567;258;1294;120;1704;912;2,1;80,0;0,7444
18/11/2004;06.00.00;1,5;1264;233;-200,0;-200;334;1325;135;1716;919;1,6;70,1;0,6525
18/11/2004;07.00.00;1,8;1395;190;10,2;1157;263;1259;124;1838;988;2,7;69,0;0,8693
18/11/2004;08.00.00;1,6;1354;174;12,9;1453;316;1531;206;2363;787;1,2;63,3;0,6452
18/11/2004;09.00.00;2,6;1468;198;10,4;1468;327;1383;144;2118;1000;-0,8;70,7;0,8089
18/11/2004;10.00.00;2,0;1412;208;11,2;1403;332;1249;176;1958;1268;1,7;61,0;0,6324
18/11/2004;11.00.00;2,0;1404;165;8,3;1079;184;983;220;2359;1093;2,9;64,9;0,8122
18/11/2004;12.00.00;1,9;1383;258;10,2;1301;320;1250;147;2264;910;5,0;69,1;0,7781
18/11/2004;13.00.00;2,6;1591;188;11,8;1288;368;1569;98;1671;808;7,1;70,7;0,7614
18/11/2004;14.00.00;2,5;1499;237;11,5;1408;410;1559;195;2536;753;4,7;72,7;0,8457
18/11/2004;15.00.00;-200,0;-200;144;11,3;1360;235;1012;126;1694;727;9,0;66,5;0,8328
18/11/2004;16.00.00;2,3;1435;281;8,6;1201;397;1625;126;1543;-200;8,5;67,0;0,8039
18/11/2004;17.00.00;1,6;1286;236;9,3;1200;266;1290;186;2384;752;9,8;64,2;0,9126
18/11/2004;18.00.00;-200,0;-200;163;14,8;1581;303;1324;101;1760;762;8,2;57,1;0,7479
18/11/2004;19.00.00;2,0;1377;219;12,6;1549;333;1519;183;2058;425;8,1;80,0;0,6658
18/11/2004;20.00.00;2,3;1441;-200;11,5;1535;336;1349;138;2094;1004;10,6;68,7;1,0430
18/11/2004;21.00.00;1,4;1285;196;9,4;1313;162;1161;72;1763;935;12,4;71,5;0,9092
18/11/2004;22.00.00;1,1;1224;202;11,7;1514;237;954;148;2045;908;10,2;68,9;0,8676
18/11/2004;23.00.00;1,1;1230;159;10,4;1219;-200;-200;54;1316;891;10,2;60,6;0,8419
19/11/2004;00.00.00;0,9;1187;175;7,6;1144;217;1213;116;1693;1034;3,7;80,0;0,7127
19/11/2004;01.00.00;1,7;1362;145;10,2;1216;211;1291;84;1661;569;8,2;53,7;0,8948
19/11/2004;02.00.00;1,7;1473;203;8,9;1197;160;898;124;2094;550;8,6;68,3;0,9022
19/11/2004;03.00.00;1,4;1332;128;9,3;1163;179;1016;147;1982;782;3,7;59,9;0,7845
19/11/2004;04.00.00;1,7;1316;239;12,7;1598;273;1263;146;1865;802;4,9;80,0;0,8312
19/11/2004;05.00.00;1,4;1346;148;12,0;1363;256;1119;134;2083;940;3,1;62,4;0,8053
19/11/2004;06.00.00;1,5;1239;202;13,0;1434;190;1055;159;1835;740;0,3;74,1;0,6960
19/11/2004;07.00.00;1,5;1273;220;11,3;1210;225;1308;130;1735;603;0,9;51,2;0,7129
19/11/2004;08.00.00;1,6;1364;-200;8,3;1013;278;1153;126;1755;885;2,9;71,2;0,7660
19/11/2004;09.00.00;-200,0;-200;245;8,3;1385;277;1230;136;2067;904;-0,7;77,5;0,6333
19/11/2004;10.00.00;2,1;1443;253;13,1;1430;329;1385;121;1445;952;4,4;72,5;0,6565
19/11/2004;11.00.00;2,1;1386;211;12,4;1647;312;1371;167;2011;742;5,7;49,7;0,8285
19/11/2004;12.00.00;2,4;1450;255;10,5;1308;347;1307;150;1926;852;2,7;58,1;0,5867
19/11/2004;13.00.00;2,3;1456;225;11,8;1266;310;1304;166;2160;428;5,7;66,5;0,8277
19/11/2004;14.00.00;2,2;1425;226;16,2;1611;337;1346;138;1705;816;7,5;76,6;0,9114
19/11/2004;15.00.00;2,0;1436;190;13,8;1496;382;1496;154;1887;1160;4,3;61,4;0,8334
19/11/2004;16.00.00;2,2;1425;268;15,4;1583;388;1358;163;1991;919;9,5;61,8;0,9198
19/11/2004;17.00.00;2,3;1447;195;10,3;1306;312;1451;85;1187;627;4,2;61,2;0,7721
19/11/2004;18.00.00;1,6;1248;167;14,6;1380;219;1165;-200;-200;606;11,7;57,7;1,0006
19/11/2004;19.00.00;1,9;1422;-200;10,8;1184;349;1505;121;1937;-200;8,6;71,2;0,8544
19/11/2004;20.00.00;1,8;1378;150;-200,0;-200;154;952;132;1741;1027;13,5;59,8;0,8515
19/11/2004;21.00.00;1,4;1164;195;11,5;1572;275;1128;166;2070;542;10,0;80,0;0,9244
19/11/2004;22.00.00;1,3;1285;238;11,9;1365;264;1133;139;2015;509;9,5;64,8;0,7024
19/11/2004;23.00.00;1,5;1271;206;12,3;1232;242;1255;144;2076;630;10,1;59,6;0,8197
20/11/2004;00.00.00;0,7;1172;170;9,5;1396;224;1105;159;2150;1053;7,4;49,9;0,9080
20/11/2004;01.00.00;-200,0;-200;156;11,3;1279;152;842;162;2116;1010;6,0;45,5;0,8796
20/11/2004;02.00.00;0,7;1094;125;7,3;1200;149;1016;83;1780;648;8,7;80,0;0,8156
20/11/2004;03.00.00;1,3;1341;214;10,3;1262;162;993;162;2099;1072;6,0;75,4;0,6915
20/11/2004;04.00.00;1,7;1420;202;13,0;1399;188;1048;137;1688;722;6,0;67,8;0,8849
20/11/2004;05.00.00;0,8;1156;193;9,9;1207;180;889;101;1735;1078;3,3;66,3;0,7670
20/11/2004;06.00.00;1,4;1288;124;10,0;1439;232;1014;118;1741;986;0,6;48,8;0,5906
20/11/2004;07.00.00;1,1;1195;204;10,7;1377;287;1219;103;1734;1185;1,9;63,0;0,8536
20/11/2004;08.00.00;1,8;1265;262;8,8;1271;-200;-200;139;1678;546;1,2;53,6;0,7526
20/11/2004;09.00.00;1,2;1303;225;12,5;1427;212;1068;121;1396;920;0,6;64,1;0,7205
20/11/2004;10.00.00;1,8;1326;213;7,5;1214;282;1347;173;2351;575;4,0;60,2;0,7583
20/11/2004;11.00.00;1,5;1370;164;11,0;1232;283;1161;188;2200;489;3,6;70,3;0,7779
20/11/2004;12.00.00;1,8;1397;207;13,1;1509;249;1108;124;1960;833;4,4;62,3;0,7606
20/11/2004;13.00.00;1,6;1337;203;11,4;1490;265;1178;93;1888;669;4,2;55,4;0,8853
20/11/2004;14.00.00;-200,0;-200;200;11,4;1393;397;1397;163;1893;568;8,2;65,4;0,9343
20/11/2004;15.00.00;1,7;1369;187;-200,0;-200;350;1380;161;2054;933;6,9;67,9;0,9226
20/11/2004;16.00.00;2,0;1361;274;10,7;1294;369;1541;152;1950;670;9,8;74,1;1,0351
20/11/2004;17.00.00;1,7;1404;171;14,8;1578;312;1297;87;1722;689;12,0;80,0;1,1059
20/11/2004;18.00.00;1,7;1338;186;10,9;1305;321;1368;109;1511;669;10,8;80,0;1,0374
20/11/2004;19.00.00;-200,0;-200;215;10,7;1172;289;1046;136;1952;751;12,9;57,1;0,9272
20/11/2004;20.00.00;1,2;1236;251;11,9;1370;328;1364;105;1761;892;12,8;64,0;1,1152
20/11/2004;21.00.00;1,4;1281;182;10,1;1418;102;1052;97;1643;1211;8,7;60,1;0,8316
20/11/2004;22.00.00;1,6;1343;145;11,5;1241;198;1107;197;1921;622;11,9;42,9;0,8876
20/11/2004;23.00.00;0,9;1199;111;10,8;1505;142;997;87;1845;853;8,5;74,1;0,9045
21/11/2004;00.00.00;1,4;1362;266;8,3;1158;198;1125;163;1970;1116;9,5;75,8;0,8887
21/11/2004;01.00.00;1,4;1259;134;12,0;1458;234;1326;140;1732;743;9,2;57,2;0,9668
21/11/2004;02.00.00;0,7;1132;173;6,0;1252;195;1226;-200;-200;997;7,6;78,4;1,0346
21/11/2004;03.00.00;0,5;1103;120;9,0;1433;154;905;144;2055;821;5,0;70,2;0,9058
21/11/2004;04.00.00;1,1;1103;159;9,5;1434;230;1281;-200;-200;771;3,4;75,6;0,8855
21/11/2004;05.00.00;0,9;1156;158;7,2;1085;236;1310;109;1584;726;5,7;68,3;0,6869
21/11/2004;06.00.00;1,8;1325;143;14,9;1658;283;1096;149;1908;671;5,5;63,9;0,7849
21/11/2004;07.00.00;1,3;1396;226;11,0;1289;284;1271;70;1616;753;2,3;75,5;0,7048
21/11/2004;08.00.00;1,2;1252;198;9,1;1160;216;1186;173;2343;1060;-2,8;71,4;0,6381
21/11/2004;09.00.00;1,2;1269;-200;10,7;1278;305;1031;127;1647;779;-1,0;63,5;0,8107
21/11/2004;10.00.00;2,0;1329;193;17,0;1776;289;1211;-200;-200;507;1,3;75,8;0,6809
21/11/2004;11.00.00;1,6;1321;231;9,3;1215;320;1268;165;2199;856;4,6;66,4;0,8262
21/11/2004;12.00.00;1,9;1424;209;13,1;1376;265;1166;140;2071;610;4,0;62,6;0,9591
21/11/2004;13.00.00;2,2;1567;278;10,6;1489;398;1601;122;1940;1084;8,4;56,4;0,9368
21/11/2004;14.00.00;1,8;1324;190;12,6;1414;322;1338;164;2056;636;7,4;80,0;0,8843
21/11/2004;15.00.00;1,9;1291;-200;10,5;1390;-200;-200;68;1936;653;9,0;60,2;0,8580
21/11/2004;16.00.00;1,9;1334;169;11,4;1276;235;1180;149;2029;739;5,3;47,6;0,8465
21/11/2004;17.00.00;2,0;1361;196;12,3;1376;351;1650;179;2220;840;9,9;80,0;0,9023
21/11/2004;18.00.00;1,9;1335;237;14,4;1498;232;1265;112;1941;644;11,7;72,7;0,8924
21/11/2004;19.00.00;1,5;1346;230;8,1;1145;377;1453;91;1646;1020;10,8;46,0;0,7951
21/11/2004;20.00.00;1,5;1308;249;14,3;1507;295;1263;141;1831;979;10,1;78,7;0,7454
21/11/2004;21.00.00;-200,0;-200;199;6,6;1039;176;982;103;1616;759;11,9;73,6;0,9737
21/11/2004;22.00.00;0,7;1220;209;10,1;1299;228;1058;182;2086;868;9,7;75,5;0,8976
21/11/2004;23.00.00;1,2;1327;203;10,4;1436;327;1234;107;1723;882;9,3;69,6;0,8875
22/11/2004;00.00.00;1,9;1289;193;11,5;1207;252;1303;131;1699;607;8,1;71,5;1,0089
22/11/2004;01.00.00;1,0;1257;134;10,1;1289;197;1005;135;1734;1164;9,5;68,8;1,1069
22/11/2004;02.00.00;1,0;1193;173;11,1;1304;230;1225;65;1782;776;8,9;66,0;0,9075
22/11/2004;03.00.00;1,0;1152;145;10,9;1287;177;1005;121;2041;1094;7,2;73,7;0,8454
22/11/2004;04.00.00;1,5;1232;227;10,7;1529;306;1236;164;2338;974;-1,5;70,1;0,7652
22/11/2004;05.00.00;1,5;1281;228;12,4;1567;200;1067;127;1959;930;2,4;53,3;0,8428
22/11/2004;06.00.00;1,4;1262;162;10,4;1272;266;1412;94;1693;808;3,4;57,6;0,8360
22/11/2004;07.00.00;1,3;1274;223;10,9;1207;309;1622;113;1842;1039;1,1;65,1;0,6212
22/11/2004;08.00.00;1,8;1460;167;13,9;1644;273;1210;77;1446;1003;2,2;51,0;0,7410
22/11/2004;09.00.00;1,4;1254;-200;13,2;1498;327;1308;119;1629;852;1,3;64,2;0,7292
22/11/2004;10.00.00;2,0;1336;206;-200,0;-200;-200;-200;173;2009;983;0,6;68,5;0,8247
22/11/2004;11.00.00;-200,0;-200;234;10,7;1241;255;1226;128;1883;720;4,2;56,4;0,8206
22/11/2004;12.00.00;1,8;1411;247;12,4;1432;330;1296;156;1808;507;2,0;79,4;0,8031
22/11/2004;13.00.00;1,8;1340;-200;12,4;1597;311;1372;90;1581;867;4,2;55,3;0,7932
22/11/2004;14.00.00;2,7;1575;227;17,0;1611;285;1348;210;2203;835;6,7;60,7;0,9736
22/11/2004;15.00.00;2,0;1416;237;13,7;1528;301;1278;174;2180;493;5,3;71,3;0,9490
22/11/2004;16.00.00;2,5;1505;196;11,8;1329;273;1225;135;1831;777;9,0;59,3;0,8756
22/11/2004;17.00.00;2,0;1488;153;11,3;1413;299;1470;101;1695;658;9,8;70,9;1,0498
22/11/2004;18.00.00;-200,0;-200;242;6,8;976;404;1426;123;1795;443;9,8;57,3;0,8579
22/11/2004;19.00.00;2,0;1348;170;11,8;1456;334;1314;148;1909;696;10,9;80,0;1,0110
22/11/2004;20.00.00;1,5;1249;-200;10,2;1334;290;1234;162;2061;860;10,7;59,4;0,9956
22/11/2004;21.00.00;1,7;1347;203;10,3;1230;267;1405;-200;-200;545;9,4;54,4;0,8881
22/11/2004;22.00.00;1,4;1277;-200;9,2;924;294;1092;163;1959;644;9,8;71,3;0,8765
22/11/2004;23.00.00;1,0;1233;151;13,1;1615;225;1233;127;1792;924;9,9;66,6;0,9181
23/11/2004;00.00.00;1,4;1277;178;5,4;898;145;987;93;1477;837;11,4;49,9;1,0243
23/11/2004;01.00.00;1,2;1225;-200;7,8;1317;156;1193;47;1572;1065;6,0;69,3;0,8531
23/11/2004;02.00.00;1,2;1255;191;15,2;1475;195;1126;127;1853;748;5,0;73,9;0,9346
23/11/2004;03.00.00;0,9;1263;149;11,8;1425;190;865;124;1723;854;4,4;80,0;0,7409
23/11/2004;04.00.00;1,8;1298;225;12,2;1470;251;1363;117;1652;449;6,8;69,2;0,9569
23/11/2004;05.00.00;1,6;1283;223;11,3;1530;307;1291;-200;-200;490;1,2;51,0;0,5403
23/11/2004;06.00.00;1,8;1357;217;10,4;1211;278;1052;196;2428;858;-0,9;80,0;0,7088
23/11/2004;07.00.00;1,5;1405;182;8,5;1220;263;1185;118;1910;1162;2,3;71,8;0,7725
23/11/2004;08.00.00;1,2;1190;-200;11,2;1262;193;1091;102;1627;1143;1,6;46,6;0,6193
23/11/2004;09.00.00;-200,0;-200;242;14,5;1421;-200;-200;200;2319;433;1,5;73,1;0,8488
23/11/2004;10.00.00;2,0;1350;150;10,6;1337;260;1067;132;2087;1093;2,0;68,4;0,7041
23/11/2004;11.00.00;1,9;1393;212;8,1;1289;241;1212;157;2005;515;0,3;74,4;0,7431
23/11/2004;12.00.00;2,3;1356;-200;13,9;1744;160;895;127;1697;1041;4,4;74,0;0,6822
23/11/2004;13.00.00;2,6;1462;-200;14,7;1512;267;1133;185;2149;705;7,4;73,3;0,8582
23/11/2004;14.00.00;2,2;1510;251;14,1;1499;401;1638;107;1658;-200;8,2;69,3;0,7837
23/11/2004;15.00.00;2,6;1521;207;12,9;1444;386;1440;156;2014;-200;9,1;67,6;0,9843
23/11/2004;16.00.00;2,5;1462;228;8,7;1250;278;1136;158;2049;938;12,8;74,9;0,9532
23/11/2004;17.00.00;1,8;1351;197;9,1;1279;264;1139;129;1561;936;8,8;46,7;0,8234
23/11/2004;18.00.00;1,8;1354;203;14,1;1391;409;1558;116;1607;880;10,1;59,9;0,9881
23/11/2004;19.00.00;2,2;1459;199;9,6;1005;411;1565;-200;-200;1013;9,3;70,5;0,9013
23/11/2004;20.00.00;0,9;1081;140;11,3;1335;247;1262;142;1999;752;14,9;59,9;1,0395
23/11/2004;21.00.00;1,6;1261;198;9,1;1450;293;1367;105;1613;999;11,3;69,0;0,9829
23/11/2004;22.00.00;1,1;1164;158;7,9;1201;244;1223;64;1325;629;11,8;56,2;0,9390
23/11/2004;23.00.00;1,2;1280;204;14,1;1493;216;1193;169;1985;772;9,8;62,9;0,8376
24/11/2004;00.00.00;1,2;1243;185;14,2;1505;240;1134;96;1431;1043;7,2;68,9;0,8708
24/11/2004;01.00.00;1,1;1301;126;10,6;1261;253;1094;124;2048;849;6,5;74,9;0,8490
24/11/2004;02.00.00;-200,0;-200;223;9,2;1249;270;1377;124;2014;980;5,3;80,0;0,9568
24/11/2004;03.00.00;0,9;1168;-200;11,9;1400;229;1246;127;1917;873;2,7;76,7;0,8144
24/11/2004;04.00.00;2,0;1396;196;8,8;1245;273;1219;89;1758;628;-0,0;73,2;0,5709
24/11/2004;05.00.00;1,9;1454;198;14,3;1527;196;1027;128;1800;512;3,4;58,8;0,6478
24/11/2004;06.00.00;1,1;1299;147;14,3;1526;191;1312;122;1610;815;2,8;72,6;1,0014
24/11/2004;07.00.00;2,1;1412;210;13,3;1460;186;982;140;1590;978;3,0;59,3;0,7913
24/11/2004;08.00.00;1,6;1274;219;8,9;1359;288;1299;153;2117;746;3,1;61,4;0,7692
24/11/2004;09.00.00;1,9;1276;259;14,9;1732;254;1141;143;2172;686;-0,1;59,9;0,8041
24/11/2004;10.00.00;2,0;1289;206;12,6;1259;281;1221;152;2028;932;5,5;80,0;0,8122
24/11/2004;11.00.00;1,9;1402;208;11,5;1319;297;1220;-200;-200;434;4,3;67,1;0,7774
24/11/2004;12.00.00;2,5;1516;259;11,0;1128;335;1154;200;2213;592;4,3;60,0;0,6700
24/11/2004;13.00.00;2,3;1418;183;-200,0;-200;219;1177;136;1871;742;6,0;80,0;0,9522
